Image_ID,image_name,feature1,feature2,feature3,feature4,PPE
10523,kp485_jpg.rf.de80fa4c20dd88c51ce727f8628c3e49.jpg,229,310,255,333,goggles
10523,PP02img933_jpg.rf.de0e59436fd0043b55cee81c37179d22.jpg,268,104,307,184,no_glove
10523,kp1434_jpg.rf.de980f4b262ae9baf2123dca69a24c2a.jpg,169,289,198,315,goggles
10523,PP02img215_jpg.rf.de48d234f518b25c558b096c7c82f5ce.jpg,70,160,121,227,no_glove
10523,packing115_jpg.rf.de8aaa3ba60184c763d8813fcb68a769.jpg,94,77,126,99,goggles
10523,kp1583_jpg.rf.de59dba773bb64421e34820becd3ab7e.jpg,60,274,93,300,no_goggles
10523,kp341_jpg.rf.de774c04936bd7fb271c8c727d7857b5.jpg,245,318,273,343,goggles
10523,nglovpp230_jpg.rf.dea1a205e61598978bed0b04ee9c9686.jpg,184,121,237,159,no_glove
10523,nglovpp3182_jpg.rf.dea64e0ba638f803abe8bae10e5cd45c.jpg,72,159,124,200,no_glove
10523,img168_jpg.rf.de628c5e8ad96f92a10198d711138ce2.jpg,116,213,163,307,glove
10523,nglov72_jpg.rf.de9ec0c7f90d05afab5bd313d45fd936.jpg,76,181,112,332,no_glove
10523,packing1471_jpg.rf.de9adde4a7ad97372be1e737fe5e1ce2.jpg,304,90,329,115,no_goggles
10523,packing1602_jpg.rf.de8c3b29fde1bd0749f977ea9caabdbd.jpg,316,145,343,169,goggles
10523,packing1320_jpg.rf.dec2c9d26d7ff8e970a26f4bea2b5f32.jpg,87,98,113,121,no_goggles
10523,packing1169_jpg.rf.debea6facba0e75c5c6e15ab5885e05e.jpg,119,84,142,105,no_goggles
10523,kp1550_jpg.rf.de98d5163a61d0e7425d5624748c212b.jpg,151,300,182,323,no_goggles
10523,goggle8765126_jpg.rf.deae86883c35c293189ad449bcaa8d77.jpg,237,32,282,69,no_glove
10523,kp798_jpg.rf.de9ef5d9b9f0c3fe7f0bcf89d73167e6.jpg,152,312,184,335,goggles
10523,kp859_jpg.rf.ded507ed421fbb589b92a99274268966.jpg,231,300,255,321,goggles
10523,packing1929_jpg.rf.ded27f851394fa469493bda9042a8c7f.jpg,102,107,136,137,goggles
10523,PP02img765_jpg.rf.dec23a93ff161e4169e7600c2506ea24.jpg,281,198,319,277,no_glove
10523,img414_jpg.rf.de1b44eb72b8616dde5aee3a3d89fd81.jpg,352,0,374,43,no_glove
10523,kp286_jpg.rf.deac48ae538659813a278a6e9904f09f.jpg,166,288,191,318,goggles
10523,packing239_jpg.rf.deb5fcb4307fb4c8b88f7dda47f81f2d.jpg,137,126,158,141,no_goggles
10523,kp1002_jpg.rf.ded00568cf787e034817bef1abcc413d.jpg,179,274,207,297,goggles
10523,nglovpp2120_jpg.rf.decc400f4945e768766634c1a819c4c8.jpg,216,253,247,316,glove
10523,kp1531_jpg.rf.deae132473a22880a2f5d810b5cb4b28.jpg,151,314,184,342,no_goggles
10523,PP02img343_jpg.rf.dedf2eda10ba0fd03d55c29306911011.jpg,35,189,74,232,no_glove
10523,PP02img512_jpg.rf.df04fbf882acac8160cb210a5da07be2.jpg,255,129,274,177,glove
10523,packing1333_jpg.rf.df00858268c16733b633275cde36803b.jpg,111,100,135,124,no_goggles
10523,kp721_jpg.rf.deffd73c0c9e5da47b945199eab9259d.jpg,225,317,261,345,goggles
10523,PP02img1162_jpg.rf.defe94478d8442a54c23901604d471f1.jpg,54,203,83,232,glove
10523,PP02img435_jpg.rf.df0c409751dc04fdcc89346f7e06fd94.jpg,81,207,130,271,no_glove
10523,packing1949_jpg.rf.dee1a0f98f1e46dcaf0081d4e6ca9064.jpg,337,175,362,202,goggles
10523,PP02img1290_jpg.rf.df106ec1982e409a4f11bb5384f59590.jpg,326,215,379,273,glove
10523,PP02img430_jpg.rf.dee1ff330530d43490a7c8e02d8b1262.jpg,307,232,351,343,no_glove
10523,goggle876531_jpg.rf.ded6f1b0893fbaa7108197d2c2924d4c.jpg,155,241,182,345,glove
10523,kp46_jpg.rf.dedc64a7d16224261446230cb07cd2b7.jpg,284,318,305,333,no_goggles
10523,packing690_jpg.rf.defde53023190ed7e7ea635735591b4a.jpg,197,284,235,308,no_goggles
10523,packing17_jpg.rf.df05d1c146b721bd31a123d3fc52109b.jpg,93,83,113,98,no_goggles
10523,packing511_jpg.rf.df22d0bc6d897a30f359e6408bc6d540.jpg,83,142,106,162,goggles
10523,kp1037_jpg.rf.df1b3bc3460515a54fa0a118af08d9ac.jpg,160,295,190,319,goggles
10523,kp902_jpg.rf.df2ea967063baea4c4339b97f53987c7.jpg,157,295,184,322,goggles
10523,kp178_jpg.rf.def149c33e24f6c0b7ac080c6bb2eda0.jpg,220,289,248,314,goggles
10523,fglov139_jpg.rf.df11d1b8f9d1240c5488761a169377d8.jpg,58,147,111,222,glove
10523,nglov135_jpg.rf.df2994194c4b7ad2c458e7e0cc8d85a1.jpg,294,152,351,233,glove
10523,nglovpp248_jpg.rf.df3385b7b31b5173d93321a01db94011.jpg,172,134,213,176,no_glove
10523,kp1398_jpg.rf.df388703073eac32715540dcb795f0bd.jpg,157,287,186,306,goggles
10523,PP02img474_jpg.rf.df30099c2fd623bcd7c1adec57eb9e81.jpg,76,216,106,305,no_glove
10523,fglov1120_jpg.rf.df31162519610e1f9860f0dbf7666d9e.jpg,340,252,374,354,glove
10523,kp1239_jpg.rf.df09785cafd2422ad2a1494a13c68fc5.jpg,232,286,264,317,goggles
10523,PP02img940_jpg.rf.dec703f685111c267fcb259373cd96a1.jpg,38,0,70,65,no_glove
10523,PP02img1107_jpg.rf.df20d65dd8327d574eacb972e59523fc.jpg,343,200,378,240,glove
10523,PP02img628_jpg.rf.df45667ea0eac1b291368cffb4bb56ce.jpg,19,178,54,214,no_glove
10523,frame1187_jpg.rf.df453235c1f62149e0496e60aba61a0a.jpg,101,267,123,289,no_shoes
10523,PP02img12_jpg.rf.df369210fefd24f2188da629e9c55573.jpg,53,191,72,257,no_glove
10523,kp1674_jpg.rf.df319e71a77fb76a7e2fd547bfdc620c.jpg,161,299,185,321,no_goggles
10523,fglov1171_jpg.rf.df34e05e4b9e392815e88f750935cee4.jpg,249,249,299,328,glove
10523,kp882_jpg.rf.df5482bc6b37a64ec7409978057473b2.jpg,235,318,260,343,goggles
10523,kp955_jpg.rf.df4f7d843b58a587fd968dd0a27bc7c5.jpg,173,306,205,334,goggles
10523,kp9_jpg.rf.df51a509e7d2fb9e57f0dfba21491665.jpg,245,303,268,322,no_goggles
10523,kp1390_jpg.rf.df463e673d68491b893dc16080f1d812.jpg,245,297,277,318,goggles
10523,kp728_jpg.rf.df515481792ef1f92986b78a04508bc7.jpg,230,295,257,317,goggles
10523,packing121_jpg.rf.df486e2ee08f43d4fbcfa2d16767d121.jpg,266,80,289,103,goggles
10523,kp983_jpg.rf.df8489ff55c01eec8388840c56b78f5e.jpg,162,301,189,322,goggles
10523,kp677_jpg.rf.df38b0b88ac84741429851806c7b556e.jpg,158,320,188,345,goggles
10523,kp1068_jpg.rf.df757df38c0f7d3d02f360ad8f2af6c4.jpg,156,295,184,319,goggles
10523,kp669_jpg.rf.df4ab90d7100a40b024300cc407dddc7.jpg,208,324,240,345,goggles
10523,packing1665_jpg.rf.df45de54508170362072b9b5cda61638.jpg,326,163,346,184,goggles
10523,packing1536_jpg.rf.df8ab57e9dca727c21ce809ee68b8450.jpg,83,59,110,80,no_goggles
10523,img483_jpg.rf.df800d1a3e6b72127c5769a5dc1843e4.jpg,289,184,321,289,glove
10523,kp22_jpg.rf.df827cfa3f9a1e2d43818a199ca46783.jpg,295,336,318,356,no_goggles
10523,packing1362_jpg.rf.df3946b87d1b0dc52697e8693f15b540.jpg,310,100,338,126,no_goggles
10523,kp1296_jpg.rf.df57cdd81fd1298ce72f80466da081b4.jpg,169,300,200,328,goggles
10523,packing275_jpg.rf.df848b5a6ecde6978d28bac29aedb688.jpg,333,150,350,168,goggles
10523,PP02img1405_jpg.rf.df1362027ca0c87d5d748c1468054d32.jpg,79,223,114,276,glove
10523,PP02img269_jpg.rf.df9497735e0f83ae111038e070c2616c.jpg,71,192,113,236,no_glove
10523,packing1047_jpg.rf.df8ab5cc73bdcb7f6fdd1024a2e004d9.jpg,330,144,355,164,no_goggles
10523,packing1877_jpg.rf.df6f6788a6624eb8c94a4fc7084c41f6.jpg,59,147,83,172,goggles
10523,PP02img242_jpg.rf.df7d742ed4a203cf72bb571cfe484f7b.jpg,73,233,104,348,no_glove
10523,packing1471_jpg.rf.dfa12920697cf5fe665646de14677a25.jpg,325,98,350,123,no_goggles
10523,nglovpp2181_jpg.rf.df9eb22b2eab7bc4c6be2357838d820c.jpg,172,106,215,141,no_glove
10523,kp1253_jpg.rf.df8f557f6e8f885504f631c362492e49.jpg,232,302,266,334,goggles
10523,PP02img730_jpg.rf.dfa927bd7e22449f40250d587673dcd9.jpg,266,196,295,307,no_glove
10523,packing1312_jpg.rf.dfac7d69790ef088a21f230734f5263c.jpg,141,110,160,131,no_goggles
10523,kp216_jpg.rf.df7d7db6dd3144ed80119cdef8497bd1.jpg,165,299,189,323,goggles
10523,kp401_jpg.rf.df703e5a8e1198501a137cd1e5c4d50e.jpg,217,303,245,330,goggles
10523,kp1488_jpg.rf.df579f7d0fb6cbb6526af0e395b03397.jpg,153,305,184,331,goggles
10523,kp1931_jpg.rf.df87ac97d572dad1f023aa07722af6a5.jpg,62,275,85,298,no_goggles
10523,kp1055_jpg.rf.df8d72e33d8e7a7a1e85a786bc8e96f2.jpg,225,300,258,327,goggles
10523,kp1382_jpg.rf.dfade70a9283cb6eddc8abeef2bdca7b.jpg,155,296,183,320,goggles
10523,nglovpp2120_jpg.rf.df9b6eb21e8a8f3f03b1441247f7eccc.jpg,221,244,250,305,glove
10523,packing1627_jpg.rf.dfc19a48fd6caf374490774bb890d3ba.jpg,281,93,301,114,no_goggles
10523,kp381_jpg.rf.dfe436efde390d6453d5c5f56f10eaa7.jpg,157,301,181,324,goggles
10523,kp1227_jpg.rf.dfb4df26a1b7fab1393d26c9a7e5ff22.jpg,169,279,206,310,goggles
10523,kp1952_jpg.rf.dfdc3bd73081baa772d2872a328c325b.jpg,146,322,183,351,no_goggles
10523,img374_jpg.rf.dfc24af18927ed4be2b4bed912daece7.jpg,89,28,125,81,no_glove
10523,img174_jpg.rf.dfab0125192b4017ac6359e64f41bfc4.jpg,233,240,276,311,glove
10523,packing1262_jpg.rf.dfbaaed8580a0de1d71cebca24f01431.jpg,102,93,131,118,no_goggles
10523,kp451_jpg.rf.dfecdf3e00352c8e639fb190d07983a4.jpg,156,308,181,332,goggles
10523,packing1712_jpg.rf.dff427b61fb54e6746664c377dd9206c.jpg,281,73,305,103,no_goggles
10523,kp1216_jpg.rf.dfdabcb64ce3b8dee046e818303036a1.jpg,229,284,258,312,goggles
10523,img125_jpg.rf.dfd4ea261346096e1f9c5a93f10cac64.jpg,81,197,123,304,glove
10523,kp735_jpg.rf.dfec60658fc596a3558b30a8739b142a.jpg,159,306,191,330,goggles
10523,PP02img462_jpg.rf.dfa24e5ce45cdcd683d8c39d4d6bd481.jpg,283,186,341,243,no_glove
10523,packing1550_jpg.rf.dfd236054dbc9ad440aedc5c60539787.jpg,304,102,331,122,no_goggles
10523,PP02img133_jpg.rf.dfdcb1271a0291ad6bcb83be667e167e.jpg,62,195,98,258,no_glove
10523,kp1188_jpg.rf.dfc4a5d1173cd0a0ff3b08c085f3c40d.jpg,170,289,203,315,goggles
10523,img174_jpg.rf.dfef167550e04e2f65d40acee14baa76.jpg,142,239,184,309,glove
10523,kp1371_jpg.rf.dfa916047dcede4855b58f9c30339ce8.jpg,244,274,278,304,goggles
10523,img384_jpg.rf.dff6cc549b79267aade7f96f7f271461.jpg,81,269,123,342,glove
10523,packing1039_jpg.rf.e0143df9cd127830033a9bc3d3165194.jpg,329,60,354,84,no_goggles
10523,kp316_jpg.rf.e0150f7cb583da14784da9b45a0af171.jpg,159,329,186,356,goggles
10523,kp1644_jpg.rf.dfd4947ec9f79598ef88421745166edb.jpg,156,296,183,317,no_goggles
10523,img114_jpg.rf.e01b12d19e7901fe78d85f160380fcec.jpg,288,145,348,212,glove
10523,kp1610_jpg.rf.dfebfe0226b868164a3c9c527026f845.jpg,155,303,185,325,no_goggles
10523,kp904_jpg.rf.e00b2c9a09023d7d1d5df8c3fdabd9b5.jpg,234,292,260,315,goggles
10523,PP02img190_jpg.rf.e0178d02594ffb91aee377c5a80e9432.jpg,316,228,341,335,no_glove
10523,packing1526_jpg.rf.dffb64afc266965ff6143c2bd15ca125.jpg,78,77,105,98,no_goggles
10523,PP02img418_jpg.rf.dff074defd0194a2ccb2cc29124337ce.jpg,294,228,334,310,no_glove
10523,img356_jpg.rf.e03ff28d15d41337cd70b52bb47895cc.jpg,302,7,325,140,no_glove
10523,img291_jpg.rf.e02fec4bdfa9c848310dcfd4d6873201.jpg,154,215,190,305,glove
10523,img26_jpg.rf.e018dbe16a5d16c371df23d361a46db8.jpg,301,154,348,206,glove
10523,packing620_jpg.rf.e02de1a868b47ee0bc4330053b53c386.jpg,327,139,353,163,goggles
10523,kp1881_jpg.rf.e01ee99edc16a43e1d2d1694cd4eba4c.jpg,207,315,243,339,no_goggles
10523,kp205_jpg.rf.e025f539eac6a49d33341741e26d0f0a.jpg,233,294,255,319,goggles
10523,packing1918_jpg.rf.e022c393c67d69f9e771203e355bd6bb.jpg,100,77,125,104,goggles
10523,PP02img1281_jpg.rf.e04c0e01131c830d91020b3b1541e386.jpg,27,208,64,252,glove
10523,packing1105_jpg.rf.e01022c41f0e80094a1f8a4985cf7b45.jpg,58,137,87,163,no_goggles
10523,PP02img385_jpg.rf.e04bca908ad89502023981f71188407b.jpg,85,190,132,243,no_glove
10523,frame63_jpg.rf.e03a56465c421446ce835e522a523e7f.jpg,256,176,335,398,suit
10523,kp1492_jpg.rf.e03112d5a1c56bff5bdf1758da86641d.jpg,218,292,248,317,goggles
10523,PP02img695_jpg.rf.e0180c4581502e0a7ac7fcc02206804d.jpg,89,194,125,287,no_glove
10523,packing1121_jpg.rf.e05ceac0471e937118c9c1b20b5c76d6.jpg,311,141,342,163,no_goggles
10523,PP02img1152_jpg.rf.e041ae42079dc2ced205c137e7acba26.jpg,46,216,76,254,glove
10523,img195_jpg.rf.e0423f48098ca5a61e78116607b5f116.jpg,121,178,152,266,glove
10523,kp1326_jpg.rf.e04c12b9b2d737d363a1a0e3a096c341.jpg,225,301,255,325,goggles
10523,img163_jpg.rf.e048ff71498f298214e7b251bb77a563.jpg,297,173,341,241,glove
10523,kp1467_jpg.rf.e05afb44496f0831ec282d0455708faa.jpg,145,306,172,329,goggles
10523,packing293_jpg.rf.e045e2f4568179caedd54a9bfbf7013e.jpg,285,87,309,107,no_goggles
10523,kp1525_jpg.rf.e0576e02533b42772ac77f2d29eab166.jpg,81,258,114,283,no_goggles
10523,kp234_jpg.rf.e03ff6a6d4ec6deb2d0d6abc0ee1a73e.jpg,162,287,186,313,goggles
10523,kp195_jpg.rf.e07705f0500a62cbbc354ae2e80c0b15.jpg,228,293,254,320,goggles
10523,kp1497_jpg.rf.e059d89e700c918afbab8a61ed08252f.jpg,229,290,257,313,goggles
10523,goggle876530_jpg.rf.e0516d9638ac81c5ac88135045d35d01.jpg,164,226,216,277,glove
10523,PP02img272_jpg.rf.e068df50127ce51fad84d3cbc298f616.jpg,64,202,116,264,no_glove
10523,packing1568_jpg.rf.e08acd0b950baa00a37f9173e8ab2c26.jpg,284,81,311,104,no_goggles
10523,kp1636_jpg.rf.e063a1fb10d05cab30e1d348616df463.jpg,229,297,259,320,no_goggles
10523,PP02img1502_jpg.rf.e065193497b840b0fbee9889cf552650.jpg,318,243,341,303,glove
10523,goggle876595_jpg.rf.e06be1eb94de52bb3ef240a11f9fc20c.jpg,117,18,155,61,no_glove
10523,PP02img62_jpg.rf.e088e25b1b414809672e92199a94dfd9.jpg,83,196,130,245,no_glove
10523,packing1043_jpg.rf.e092ec85a2dc5238e9c6cf7af7c39c24.jpg,333,108,359,130,no_goggles
10523,frame602_jpg.rf.e07d21b147a36b3d75c5c914f800473e.jpg,247,156,330,359,no-suit
10523,kp784_jpg.rf.e08b26a81f56c8f1e9d5cdee2bea65a4.jpg,173,320,201,347,goggles
10523,nglov97_jpg.rf.e0906d274bdd4843892cc87383e83acc.jpg,127,193,179,265,glove
10523,PP02img429_jpg.rf.e0831a020801f48b5198cffc0783d551.jpg,50,218,103,266,no_glove
10523,nglovpp3137_jpg.rf.e0a9b50901ad876f30dfff2cb405210a.jpg,336,278,380,336,no_glove
10523,kp68_jpg.rf.e095fe55026adcbcb30275ddb7eadfac.jpg,89,272,119,300,goggles
10523,packing1894_jpg.rf.e0926ebd47d45868371dd222b270eb9c.jpg,81,138,104,160,goggles
10523,img65_jpg.rf.e0974fe74d6f94d5cc4b9f6549c29fb4.jpg,321,134,363,215,glove
10523,kp1427_jpg.rf.e090a872ce612e5ebb332947dcf9a27e.jpg,155,286,183,307,goggles
10523,kp1981_jpg.rf.e0a427c50fa6c28db8c5d18e30192fbc.jpg,224,313,249,332,no_goggles
10523,PP02img384_jpg.rf.e0988cc3dd631898f55bd07df1c692f3.jpg,87,224,114,320,no_glove
10523,frame602_jpg.rf.e07b39cfcda5f28237d272b13228e0c2.jpg,91,142,174,344,no-suit
10523,packing1879_jpg.rf.e0beb532fe5c2b2aa2230036afcaa68e.jpg,303,101,328,132,goggles
10523,packing122_jpg.rf.e0691539ff7d3eced25aa938cc4a0ebe.jpg,97,72,125,96,no_goggles
10523,packing156_jpg.rf.e0ce54c758deb78d80354045fd1e3466.jpg,289,80,321,104,goggles
10523,kp1996_jpg.rf.e096ec8dab896f605068f8e38926c93c.jpg,165,314,191,336,no_goggles
10523,packing1762_jpg.rf.e0cabc41faaba88a44adaedd50f127a9.jpg,63,151,90,177,goggles
10523,kp81_jpg.rf.e0b87e5bf0dc829787238b3516327042.jpg,163,312,188,337,no_goggles
10523,packing1125_jpg.rf.e0b5f94796c02d72fd6aaffa28606d7a.jpg,149,106,173,123,no_goggles
10523,nglovpp326_jpg.rf.e0d00020c360477af474999532c4bd86.jpg,258,181,309,230,no_glove
10523,kp1923_jpg.rf.e0cc509c27a12b96daa38afdae9080b3.jpg,174,319,203,342,no_goggles
10523,img24_jpg.rf.e0d0d50834e75afc7b443b54e201f72a.jpg,31,144,68,227,glove
10523,kp477_jpg.rf.e0af70d8c6e67d1356f498bca8c56c9d.jpg,149,332,176,354,goggles
10523,kp153_jpg.rf.e09cb2a4a3e73112310c2de90713bc46.jpg,164,294,188,319,goggles
10523,kp515_jpg.rf.e0ccf2c9cb403d87ee4eef689300e47e.jpg,162,290,191,313,goggles
10523,packing1116_jpg.rf.e0d676e673ed681f9a28c828ccb476db.jpg,92,98,123,119,no_goggles
10523,PP02img1202_jpg.rf.e0b64672d739f57d437f6f2aaf1aae5a.jpg,102,203,136,282,glove
10523,PP02img196_jpg.rf.e0cdf15b97c49c580f57f9b5661efe70.jpg,78,211,125,289,no_glove
10523,packing801_jpg.rf.e0b43be0336929201ecab7c6260e6ff3.jpg,52,84,83,110,goggles
10523,img97_jpg.rf.e0fdb5e8c7363e9adee1c8424b7f8904.jpg,136,211,182,300,glove
10523,packing1407_jpg.rf.e0d863e64ea0e94eb0b1f76b81279caf.jpg,295,108,320,133,no_goggles
10523,packing534_jpg.rf.e0d9dee208db41ddf42f74068069de39.jpg,329,136,353,157,goggles
10523,PP02img409_jpg.rf.e0d4932bab084f2582454de3cae74c43.jpg,72,220,121,266,no_glove
10523,kp1411_jpg.rf.e0edf37b7617cb97ceb03ac92e8bcb83.jpg,229,283,259,306,goggles
10523,kp220_jpg.rf.e10c466f2c21f32324c2796e9cb0a5dd.jpg,254,288,276,306,goggles
10523,frame2416_jpg.rf.e0c3b9d98428f0ae31b1b912de27d942.jpg,282,130,355,309,suit
10523,kp1479_jpg.rf.e10fb5548c4d9dc2024e5efef4e860f2.jpg,215,291,246,316,goggles
10523,packing1867_jpg.rf.e0e7eed73715c570aee6abe060fa2939.jpg,347,131,373,159,goggles
10523,PP02img1372_jpg.rf.e0e485754094cea8f7a7ce5d9f7f9bad.jpg,305,269,339,351,glove
10523,nglovpp2181_jpg.rf.e10a3d12e5d6e3382e21ce98d05d9180.jpg,204,111,246,145,no_glove
10523,packing1003_jpg.rf.e10abf3e4164dbba933dde9d02ac6d20.jpg,70,180,93,194,no_goggles
10523,PP02img353_jpg.rf.e0db805b814324e76935fec4b9f9924c.jpg,296,192,348,246,no_glove
10523,goggle8765147_jpg.rf.e117719efdb02e486710cffb1f5716bc.jpg,121,36,167,65,no_glove
10523,PP02img616_jpg.rf.e116e38e07ee66e123578e13d2dc1cdb.jpg,105,147,130,212,no_glove
10523,kp896_jpg.rf.e0d60571dc119b17e89005ff35ba320c.jpg,145,276,173,304,goggles
10523,packing1137_jpg.rf.e10f083d967e6df85db9a83c48cc73a0.jpg,306,135,330,160,no_goggles
10523,kp300_jpg.rf.e0db644cba8462801a8bce79578500dc.jpg,215,305,244,332,goggles
10523,packing192_jpg.rf.e103608edf3c79981bdf27eac56b6b94.jpg,116,99,143,118,goggles
10523,nglovpp327_jpg.rf.e1148c4d6b9a43b9b3621fd5000cfe7d.jpg,263,173,310,231,no_glove
10523,PP02img79_jpg.rf.e11da79ea60bf3b8123eafd2d7b66828.jpg,226,170,289,232,no_glove
10523,packing1912_jpg.rf.e13117798e5a8d356eccbe459f23e59f.jpg,334,145,358,169,no_goggles
10523,packing102_jpg.rf.e1396931c6366631369d0ec0f7ec67f4.jpg,259,107,285,128,goggles
10523,packing219_jpg.rf.e122850aab72f734f849b5e069194e9a.jpg,89,86,114,104,goggles
10523,PP02img1188_jpg.rf.e128f2d6401f98b1a804299d8f96569d.jpg,305,235,343,283,glove
10523,PP02img942_jpg.rf.e13c3164073c07780d3d72386eb9d642.jpg,345,26,372,88,no_glove
10523,packing54_jpg.rf.e1147da9a2ad58a7085794bb06e18ded.jpg,93,76,122,99,goggles
10523,PP02img514_jpg.rf.e129bf1a24719238b5bb84a193ed8a4b.jpg,37,206,60,294,no_glove
10523,nglov111_jpg.rf.e12047b347a6501ae22ff99af0a9b802.jpg,246,160,285,247,glove
10523,img33_jpg.rf.e10f53806ab19931dbf158b7d171da48.jpg,217,226,271,315,glove
10523,kp737_jpg.rf.e12ceb66c9d689dc5132fa0f546a4cbb.jpg,165,308,193,329,goggles
10523,kp833_jpg.rf.e11edc317e32ca65de38809b42da35f8.jpg,170,311,198,341,goggles
10523,PP02img795_jpg.rf.e12cf819969e4b9689bae867ed27bbea.jpg,34,239,73,336,no_glove
10523,frame53_jpg.rf.e134edb312264d521ffdce18c162acac.jpg,242,163,315,369,suit
10523,kp343_jpg.rf.e149aa9d37fb6f6efde10d5c1cdf347d.jpg,161,319,189,350,goggles
10523,packing1907_jpg.rf.e1494d61f6ab0be25cb2a2388420b82e.jpg,350,159,377,183,no_goggles
10523,PP02img340_jpg.rf.e1413b32b79a5ac3ec2ab11d14e3cc0d.jpg,45,188,99,240,no_glove
10523,PP02img473_jpg.rf.e1a2da87d995d760f6e647452798a1ad.jpg,93,184,142,246,no_glove
10523,packing305_jpg.rf.e145eb01e1342e48f7f9f8ea6d6f355e.jpg,296,82,319,103,no_goggles
10523,kp1273_jpg.rf.e1a32b18b8ffa96c3c935cb27d830550.jpg,140,297,173,327,goggles
10523,packing1223_jpg.rf.e1a02d499b3af8cf1e8f2d36905114b6.jpg,99,116,121,136,no_goggles
10523,PP02img488_jpg.rf.e1a66d73ad6e4c703431ab742104ec34.jpg,94,209,123,330,no_glove
10523,fglov1113_jpg.rf.e1510f3337c4567df92b13e35cf5a257.jpg,6,165,54,241,glove
10523,packing51_jpg.rf.e157f735c12e6053fdd5e900a89245fe.jpg,325,151,348,166,goggles
10523,packing1216_jpg.rf.e1a5dc58534ac002f622a20019e9cffe.jpg,83,94,107,116,no_goggles
10523,packing318_jpg.rf.e16d3a2998fbf3e03f7f702b88eab024.jpg,296,82,323,100,no_goggles
10523,packing1912_jpg.rf.e1a81882ebfa19e3a6d7938b0d6914a0.jpg,49,152,71,174,no_goggles
10523,PP02img333_jpg.rf.e162c7ef6b76b3e3ded9f2731b8a8306.jpg,113,198,141,294,no_glove
10523,img85_jpg.rf.e16c7bcea61b62f93cfdbe85dd0caef1.jpg,301,169,335,239,glove
10523,kp1430_jpg.rf.e15b057d7a2c176048f931e816962f0a.jpg,230,290,259,314,goggles
10523,packing1627_jpg.rf.e17a58ef0ba81bc5cc029d621300b560.jpg,92,78,114,102,no_goggles
10523,nglovpp218_jpg.rf.e1924f3dae99b4267e459a2737292fd6.jpg,287,130,335,179,no_glove
10523,PP02img575_jpg.rf.e1b09018c0b4d5c8d0b3db83b2435e09.jpg,339,127,367,212,no_glove
10523,frame28_jpg.rf.e153a2018fd14fea46101f2614a719da.jpg,90,151,165,364,suit
10523,nglovpp3197_jpg.rf.e191c989703086f573bb6cbf32930aa6.jpg,267,155,301,197,no_glove
10523,kp1255_jpg.rf.e1a7655abf225144278055dcf002cd1c.jpg,154,282,183,304,goggles
10523,PP02img1408_jpg.rf.e1644325ef211f3149e700189b5549c9.jpg,340,210,375,251,glove
10523,packing1843_jpg.rf.e169ce91b39c055c528041099ef2aad7.jpg,341,132,365,160,goggles
10523,kp1725_jpg.rf.e1a8e3556638760c00fed8293986bda5.jpg,147,310,174,332,no_goggles
10523,PP02img1133_jpg.rf.e1998412ade6681bd4e499fd88785fd3.jpg,367,295,415,339,no_glove
10523,packing1189_jpg.rf.e1c515cf13bd9fbabfde480ed08a64ec.jpg,315,83,341,108,no_goggles
10523,frame635_jpg.rf.e15588e090162a1e240f2143f5a08c7f.jpg,209,246,271,416,no-suit
10523,kp536_jpg.rf.e17badfa62d00d9906feab19b6f1c655.jpg,2,265,31,286,no_goggles
10523,kp788_jpg.rf.e1d0813bf1ed58738130d74cd423ad5b.jpg,164,312,191,337,goggles
10523,PP02img450_jpg.rf.e1e2ab96d59ad557b728f30928e1f324.jpg,292,169,347,222,no_glove
10523,packing1746_jpg.rf.e1d837eeb3d193905d5f0526b2a982dd.jpg,277,102,305,127,no_goggles
10523,PP02img74_jpg.rf.e1d7f620e9d61baceda4e79ffe3bb5a8.jpg,151,151,194,186,no_glove
10523,packing1894_jpg.rf.e1dfe74b519ce7bee8a61b7fcc439f20.jpg,79,135,102,158,goggles
10523,fglov123_jpg.rf.e1b02cfb7bed86cfb9c8171b89168b24.jpg,128,218,165,284,glove
10523,packing270_jpg.rf.e1e333aede571a2b5acabd5abb971e32.jpg,280,82,307,103,no_goggles
10523,packing1104_jpg.rf.e1cd4811f8690a06c94b6f0b0fa21859.jpg,288,103,309,124,no_goggles
10523,packing1837_jpg.rf.e1d596aea1a3218d6f82a26175f4deb3.jpg,47,157,74,187,goggles
10523,packing235_jpg.rf.e1bfc2fadcdca18a65922099eaa766a4.jpg,290,86,314,99,no_goggles
10523,kp160_jpg.rf.e1aed8c75045f292b4aed96708b1892b.jpg,227,290,256,309,goggles
10523,kp1387_jpg.rf.e1d8cc330527ab84c15ea4fe7f4ff640.jpg,228,312,260,339,goggles
10523,kp429_jpg.rf.e1ee16eba225251cbcfdaeaf81258ea1.jpg,227,307,253,334,goggles
10523,packing268_jpg.rf.e1de530f53d7c7f5118ffe17de5ce4e0.jpg,316,136,340,156,goggles
10523,img293_jpg.rf.e17f54764e9042ce17091a80cc6ca645.jpg,74,180,132,235,glove
10523,PP02img770_jpg.rf.e1e4311b8b0e5dd0b285b39b4c09392d.jpg,112,182,144,277,no_glove
10523,PP02img1130_jpg.rf.e1eb9015ef73a7570bacb466303d492e.jpg,327,237,362,287,glove
